group_id,family_name,origin,chrs,cardinality_formal,cardinality_abs,A,B,D,synteny,TE,HC.LC,source
21047,OG0002841,ABD,6,1:1:1,1:1:1,TraesCS6A01G222200,TraesCS6B01G258900,TraesCS6D01G212800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21048,OG0002838,ABD,7,1:1:1,1:1:1,TraesCS7A01G358000,TraesCS7B01G269800,TraesCS7D01G364800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21049,OG0002838,ABD,45,1:1:1,1:1:1,TraesCS5A01G491100,TraesCS4B01G321000,TraesCS4D01G317500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21050,OG0002835,ABD,45,1:1:1,1:1:1,TraesCS5A01G527000,TraesCS4B01G357900,TraesCS4D01G351400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21051,OG0002835,ABD,1,1:1:1,1:1:1,TraesCS1A01G189600,TraesCS1B01G197200,TraesCS1D01G186900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21052,OG0002835,ABD,1,1:1:1,1:1:1,TraesCS1A01G189500,TraesCS1B01G197100,TraesCS1D01G187000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21053,OG0002832,ABD,7,1:1:1,1:1:1,TraesCS7A01G362300,TraesCS7B01G265800,TraesCS7D01G360700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21055,OG0002829,ABD,6,1:1:1,1:1:1,TraesCS6A01G026600,TraesCS6B01G037200,TraesCS6D01G030400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21056,OG0002829,ABD,6,1:1:1,1:1:1,TraesCS6A01G274500,TraesCS6B01G302000,TraesCS6D01G254800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21057,OG0002826,ABD,4,1:1:1,1:1:1,TraesCS4A01G067700,TraesCS4B01G224900,TraesCS4D01G225500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21059,OG0002863,ABD,4,1:1:1,1:1:1,TraesCS4A01G157900,TraesCS4B01G156800,TraesCS4D01G168900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21063,OG0002823,ABD,5,1:1:1,1:1:1,TraesCS5A01G203400,TraesCS5B01G202100,TraesCS5D01G209900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21064,OG0002823,ABD,2,1:1:1,1:1:1,TraesCS2A01G336600,TraesCS2B01G345300,TraesCS2D01G326300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21065,OG0002820,ABD,4,1:1:1,1:1:1,TraesCS4A01G272200,TraesCS4B01G041800,TraesCS4D01G039000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21066,OG0002820,ABD,2,1:1:1,1:1:1,TraesCS2A01G447800,TraesCS2B01G468200,TraesCS2D01G446700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21067,OG0002860,ABD,6,1:1:1,1:1:1,TraesCS6A01G311500,TraesCS6B01G341700,TraesCS6D01G290800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21068,OG0002860,ABD,7,1:1:1,1:1:1,TraesCS7A01G236800,TraesCS7B01G103000,TraesCS7D01G199100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21070,OG0002815,ABD,1,1:1:1,1:1:1,TraesCS1A01G238100,TraesCS1B01G246600,TraesCS1D01G235100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21071,OG0002815,ABD,3,1:1:1,1:1:1,TraesCS3A01G454300,TraesCS3B01G492900,TraesCS3D01G446700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21072,OG0002857,ABD,1,1:1:1,1:1:1,TraesCS1A01G403900,TraesCS1B01G433400,TraesCS1D01G411700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21073,OG0002857,ABD,3,1:1:1,1:1:1,TraesCS3A01G241400,TraesCS3B01G269500,TraesCS3D01G241600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21074,OG0002811,ABD,7,1:1:1,1:1:1,TraesCS7A01G327400,TraesCS7B01G228000,TraesCS7D01G324100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21075,OG0002811,ABD,2,1:1:1,1:1:1,TraesCS2A01G583400,TraesCS2B01G603100,TraesCS2D01G596400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21077,OG0002807,ABD,5,1:1:1,1:1:1,TraesCS5A01G093900,TraesCS5B01G100000,TraesCS5D01G106300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21079,OG0002854,ABD,5,1:1:1,1:1:1,TraesCS5A01G025900,TraesCS5B01G025100,TraesCS5D01G033700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21080,OG0002854,ABD,5,1:1:1,1:1:1,TraesCS5A01G371500,TraesCS5B01G373600,TraesCS5D01G380900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21082,OG0002851,ABD,5,1:1:1,1:1:1,TraesCS5A01G398700,TraesCS5B01G403600,TraesCS5D01G408100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21083,OG0002851,ABD,5,1:1:1,1:1:1,TraesCS5A01G398600,TraesCS5B01G403500,TraesCS5D01G408000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21089,OG0002845,ABD,1,1:1:1,1:1:1,TraesCS1A01G248800,TraesCS1B01G259500,TraesCS1D01G248300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21090,OG0002845,ABD,2,1:1:1,1:1:1,TraesCS2A01G166400,TraesCS2B01G192300,TraesCS2D01G173700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21091,OG0002842,ABD,6,1:1:1,1:1:1,TraesCS6A01G168000,TraesCS6B01G195700,TraesCS6D01G157000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21092,OG0002842,ABD,7,1:1:1,1:1:1,TraesCS7A01G398300,TraesCS7B01G299100,TraesCS7D01G392600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21094,OG0002839,ABD,6,1:1:1,1:1:1,TraesCS6A01G412100,TraesCS6B01G460100,TraesCS6D01G394800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21096,OG0002836,ABD,1,1:1:1,1:1:1,TraesCS1A01G196600,TraesCS1B01G211200,TraesCS1D01G200100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21097,OG0002836,ABD,6,1:1:1,1:1:1,TraesCS6A01G156000,TraesCS6B01G184100,TraesCS6D01G146000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21098,OG0002830,ABD,45,1:1:1,1:1:1,TraesCS5A01G497800,TraesCS4B01G325500,TraesCS4D01G322400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21099,OG0002830,ABD,5,1:1:1,1:1:1,TraesCS5A01G349500,TraesCS5B01G350900,TraesCS5D01G355900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21102,OG0002833,ABD,2,1:1:1,1:1:1,TraesCS2A01G405100,TraesCS2B01G423200,TraesCS2D01G402000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21103,OG0002824,ABD,1,1:1:1,1:1:1,TraesCS1A01G095000,TraesCS1B01G123200,TraesCS1D01G104200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21105,OG0002827,ABD,5,1:1:1,1:1:1,TraesCS5A01G111000,TraesCS5B01G110000,TraesCS5D01G123100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21106,OG0002827,ABD,6,1:1:1,1:1:1,TraesCS6A01G419200,TraesCS6B01G469900,TraesCS6D01G407400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21108,OG0002821,ABD,3,1:1:1,1:1:1,TraesCS3A01G513600,TraesCS3B01G582000,TraesCS3D01G521900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21110,OG0002808,ABD,5,1:1:1,1:1:1,TraesCS5A01G319900,TraesCS5B01G320200,TraesCS5D01G325900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21111,OG0002816,ABD,7,1:1:1,1:1:1,TraesCS7A01G343200,TraesCS7B01G239800,TraesCS7D01G336300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21112,OG0002812,ABD,5,1:1:1,1:1:1,TraesCS5A01G456500,TraesCS5B01G465500,TraesCS5D01G467300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21113,OG0002812,ABD,2,1:1:1,1:1:1,TraesCS2A01G196200,TraesCS2B01G223900,TraesCS2D01G204300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21114,OG0002806,ABD,3,1:1:1,1:1:1,TraesCS3A01G327900,TraesCS3B01G357400,TraesCS3D01G321400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21115,OG0002806,ABD,1,1:1:1,1:1:1,TraesCS1A01G315400,TraesCS1B01G327300,TraesCS1D01G315600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21116,OG0002805,ABD,5,1:1:1,1:1:1,TraesCS5A01G036200,TraesCS5B01G036800,TraesCS5D01G044400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21118,OG0002804,ABD,7,1:1:1,1:1:1,TraesCS7A01G314900,TraesCS7B01G215500,TraesCS7D01G312000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21119,OG0002803,ABD,2,1:1:1,1:1:1,TraesCS2A01G590600,TraesCS2B01G593000,TraesCS2D01G563600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21121,OG0002801,ABD,7,1:1:1,1:1:1,TraesCS7A01G184500,TraesCS7B01G089300,TraesCS7D01G186000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
21122,OG0002801,ABD,2,1:1:1,1:1:1,TraesCS2A01G301100,TraesCS2B01G317300,TraesCS2D01G299800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21123,OG0002799,ABD,5,1:1:1,1:1:1,TraesCS5A01G374500,TraesCS5B01G376400,TraesCS5D01G384100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21124,OG0002799,ABD,5,1:1:1,1:1:1,TraesCS5A01G030800,TraesCS5B01G030400,TraesCS5D01G039000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21125,OG0002797,ABD,2,1:1:1,1:1:1,TraesCS2A01G324200,TraesCS2B01G357900,TraesCS2D01G338700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21127,OG0002796,ABD,4,1:1:1,1:1:1,TraesCS4A01G268100,TraesCS4B01G046300,TraesCS4D01G045800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21129,OG0002795,ABD,2,1:1:1,1:1:1,TraesCS2A01G028800,TraesCS2B01G041600,TraesCS2D01G031100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21130,OG0002795,ABD,4,1:1:1,1:1:1,TraesCS4A01G132700,TraesCS4B01G172000,TraesCS4D01G174000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21131,OG0002794,ABD,5,1:1:1,1:1:1,TraesCS5A01G200800,TraesCS5B01G199400,TraesCS5D01G206500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21132,OG0002793,ABD,45,1:1:1,1:1:1,TraesCS4A01G323700,TraesCS5B01G554600,TraesCS5D01G554100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21133,OG0002793,ABD,1,1:1:1,1:1:1,TraesCS1A01G193000,TraesCS1B01G207900,TraesCS1D01G196700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21137,OG0002791,ABD,5,1:1:1,1:1:1,TraesCS5A01G327900,TraesCS5B01G327800,TraesCS5D01G333800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21138,OG0002791,ABD,5,1:1:1,1:1:1,TraesCS5A01G160100,TraesCS5B01G157800,TraesCS5D01G165200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21140,OG0002789,ABD,1,1:1:1,1:1:1,TraesCS1A01G287600,TraesCS1B01G297000,TraesCS1D01G286500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21141,OG0002789,ABD,3,1:1:1,1:1:1,TraesCS3A01G354400,TraesCS3B01G387400,TraesCS3D01G348300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21144,OG0002785,ABD,6,1:1:1,1:1:1,TraesCS6A01G099900,TraesCS6B01G128100,TraesCS6D01G082400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21145,OG0002790,ABD,6,1:1:1,1:1:1,TraesCS6A01G402500,TraesCS6B01G444700,TraesCS6D01G386100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21146,OG0002790,ABD,6,1:1:1,1:1:1,TraesCS6A01G147800,TraesCS6B01G176100,TraesCS6D01G137100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21148,OG0002782,ABD,45,1:1:1,1:1:1,TraesCS4A01G347700,TraesCS5B01G525500,TraesCS5D01G524700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21150,OG0002787,ABD,2,1:1:1,1:1:1,TraesCS2A01G168100,TraesCS2B01G194100,TraesCS2D01G175500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21153,OG0002775,ABD,1,1:1:1,1:1:1,TraesCS1A01G419400,TraesCS1B01G449500,TraesCS1D01G427200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21154,OG0002788,ABD,7,1:1:1,1:1:1,TraesCS7A01G296000,TraesCS7B01G189400,TraesCS7D01G293600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21157,OG0002784,ABD,1,1:1:1,1:1:1,TraesCS1A01G104800,TraesCS1B01G116300,TraesCS1D01G097100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21158,OG0002779,ABD,5,1:1:1,1:1:1,TraesCS5A01G286500,TraesCS5B01G285800,TraesCS5D01G294100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21159,OG0002781,ABD,5,1:1:1,1:1:1,TraesCS5A01G137700,TraesCS5B01G136400,TraesCS5D01G154300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21160,OG0002781,ABD,3,1:1:1,1:1:1,TraesCS3A01G185500,TraesCS3B01G215100,TraesCS3D01G189400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21161,OG0002786,ABD,2,1:1:1,1:1:1,TraesCS2A01G105600,TraesCS2B01G122500,TraesCS2D01G105300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
21162,OG0002763,ABD,7,1:1:1,1:1:1,TraesCS7A01G225400,TraesCS7B01G194200,TraesCS7D01G229100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21163,OG0002763,ABD,6,1:1:1,1:1:1,TraesCS6A01G278000,TraesCS6B01G306300,TraesCS6D01G258600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21164,OG0002750,ABD,1,1:1:1,1:1:1,TraesCS1A01G364800,TraesCS1B01G382200,TraesCS1D01G370300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21165,OG0002750,ABD,1,1:1:1,1:1:1,TraesCS1A01G365200,TraesCS1B01G382700,TraesCS1D01G370700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
21166,OG0002750,ABD,1,1:1:1,1:1:1,TraesCS1A01G365300,TraesCS1B01G382800,TraesCS1D01G370800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21167,OG0002750,ABD,3,1:1:1,1:1:1,TraesCS3A01G024500,TraesCS3B01G020300,TraesCS3D01G021700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21168,OG0002712,ABD,7,1:1:1,1:1:1,TraesCS7A01G149100,TraesCS7B01G052800,TraesCS7D01G150700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21169,OG0002712,ABD,5,1:1:1,1:1:1,TraesCS5A01G223800,TraesCS5B01G222700,TraesCS5D01G231300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21175,OG0002706,ABD,6,1:1:1,1:1:1,TraesCS6A01G026200,TraesCS6B01G036800,TraesCS6D01G030000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21176,OG0002701,ABD,5,1:1:1,1:1:1,TraesCS5A01G261300,TraesCS5B01G259600,TraesCS5D01G268700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21177,OG0002701,ABD,7,1:1:1,1:1:1,TraesCS7A01G223700,TraesCS7B01G190500,TraesCS7D01G225400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21178,OG0002703,ABD,45,1:1:1,1:1:1,TraesCS5A01G498100,TraesCS4B01G325900,TraesCS4D01G322800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21179,OG0002703,ABD,1,1:1:1,1:1:1,TraesCS1A01G203000,TraesCS1B01G217000,TraesCS1D01G206500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21185,OG0002697,ABD,3,1:1:1,1:1:1,TraesCS3A01G527000,TraesCS3B01G595100,TraesCS3D01G532400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21186,OG0002697,ABD,6,1:1:1,1:1:1,TraesCS6A01G099800,TraesCS6B01G128000,TraesCS6D01G082600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21187,OG0002695,ABD,1,1:1:1,1:1:1,TraesCS1A01G120100,TraesCS1B01G139500,TraesCS1D01G121000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21188,OG0002695,ABD,1,1:1:1,1:1:1,TraesCS1A01G120200,TraesCS1B01G139600,TraesCS1D01G121200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21189,OG0002686,ABD,5,1:1:1,1:1:1,TraesCS5A01G161400,TraesCS5B01G158800,TraesCS5D01G166300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21194,OG0002692,ABD,1,1:1:1,1:1:1,TraesCS1A01G185800,TraesCS1B01G193600,TraesCS1D01G190800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21195,OG0002689,ABD,1,1:1:1,1:1:1,TraesCS1A01G273900,TraesCS1B01G283600,TraesCS1D01G274200,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe,MCScanX"
21196,OG0002689,ABD,3,1:1:1,1:1:1,TraesCS3A01G377600,TraesCS3B01G410400,TraesCS3D01G370700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21198,OG0002770,ABD,1,1:1:1,1:1:1,TraesCS1A01G011400,TraesCS1B01G016900,TraesCS1D01G010600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21199,OG0002770,ABD,3,1:1:1,1:1:1,TraesCS3A01G085500,TraesCS3B01G100700,TraesCS3D01G085500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21204,OG0002767,ABD,6,1:1:1,1:1:1,TraesCS6A01G237100,TraesCS6B01G265600,TraesCS6D01G219700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21205,OG0002767,ABD,5,1:1:1,1:1:1,TraesCS5A01G035100,TraesCS5B01G035200,TraesCS5D01G043300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21207,OG0002748,ABD,7,1:1:1,1:1:1,TraesCS7A01G236300,TraesCS7B01G134300,TraesCS7D01G236400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21208,OG0002748,ABD,6,1:1:1,1:1:1,TraesCS6A01G419300,TraesCS6B01G469700,TraesCS6D01G407000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
21209,OG0002777,ABD,2,1:1:1,1:1:1,TraesCS2A01G225300,TraesCS2B01G248900,TraesCS2D01G231200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21211,OG0002780,ABD,45,1:1:1,1:1:1,TraesCS5A01G494200,TraesCS4B01G318000,TraesCS4D01G314400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21212,OG0002780,ABD,2,1:1:1,1:1:1,TraesCS2A01G396200,TraesCS2B01G414500,TraesCS2D01G393900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21213,OG0002776,ABD,2,1:1:1,1:1:1,TraesCS2A01G032500,TraesCS2B01G046500,TraesCS2D01G031800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21214,OG0002776,ABD,5,1:1:1,1:1:1,TraesCS5A01G382900,TraesCS5B01G387300,TraesCS5D01G392300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21215,OG0002764,ABD,7,1:1:1,1:1:1,TraesCS7A01G291300,TraesCS7B01G181800,TraesCS7D01G290800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
21216,OG0002764,ABD,4,1:1:1,1:1:1,TraesCS4A01G000500,TraesCS4B01G002700,TraesCS4D01G000500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21223,OG0002768,ABD,2,1:1:1,1:1:1,TraesCS2A01G296000,TraesCS2B01G312400,TraesCS2D01G293900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21226,OG0002778,ABD,7,1:1:1,1:1:1,TraesCS7A01G453200,TraesCS7B01G353900,TraesCS7D01G442600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21230,OG0002756,ABD,2,1:1:1,1:1:1,TraesCS2A01G460800,TraesCS2B01G482600,TraesCS2D01G461100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21231,OG0002756,ABD,2,1:1:1,1:1:1,TraesCS2A01G461100,TraesCS2B01G482900,TraesCS2D01G461300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21232,OG0002756,ABD,2,1:1:1,1:1:1,TraesCS2A01G460900,TraesCS2B01G482700,TraesCS2D01G461200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
21236,OG0002745,ABD,45,1:1:1,1:1:1,TraesCS5A01G511400,TraesCS4B01G342100,TraesCS4D01G337700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
21239,OG0002744,ABD,6,1:1:1,1:1:1,TraesCS6A01G177900,TraesCS6B01G206900,TraesCS6D01G166500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
21241,OG0002744,ABD,4,1:1:1,1:1:1,TraesCS4A01G308900,TraesCS4B01G005600,TraesCS4D01G005400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21242,OG0002744,ABD,4,1:1:1,1:1:1,TraesCS4A01G309000,TraesCS4B01G005500,TraesCS4D01G005300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
21243,OG0002741,ABD,5,1:1:1,1:1:1,TraesCS5A01G289400,TraesCS5B01G288800,TraesCS5D01G297300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
