assembly	chromosome	start	end	block_no	chr_length	merged_block
lancer	chr4B	25012568	40237195	3938	673617499	61
lancer	chr4B	25012568	40237195	3939	673617499	61
lancer	chr4B	30362277	40237195	3947	673617499	2
lancer	chr4B	35506264	40237195	3951	673617499	2
lancer	chr4B	40435833	49760545	3950	673617499	552
lancer	chr4B	45192757	49760545	3980	673617499	552
lancer	chr4B	566979247	612220804	3915	673617499	256
lancer	chr4B	627519072	647759375	3931	673617499	516
lancer	chr4B	634075874	639852246	4066	673617499	516
lancer	chr4B	654089504	660121424	4105	673617499	1034
lancer	chr4B	654810532	660121424	4067	673617499	1034
lancer	chr4B	660494781	668857956	4068	673617499	909
lancer	chr4D	410004	5321108	4505	509857067	1169
lancer	chr4D	19641556	39612337	4281	509857067	524
lancer	chr4D	20897902	27163448	4520	509857067	524
lancer	chr4D	25159546	29415033	4347	509857067	524
lancer	chr4D	32761479	37933879	4521	509857067	524
lancer	chr4D	35119060	39612337	4344	509857067	483
lancer	chr4D	56946795	62304525	4486	509857067	1093
lancer	chr4D	59412226	64403619	4348	509857067	284
lancer	chr4D	64536143	120094194	4264	509857067	237
lancer	chr4D	79700144	84548094	4350	509857067	44
lancer	chr4D	88126061	93761686	4393	509857067	237
lancer	chr4D	185795832	188963494	4345	509857067	36
lancer	chr4D	280141039	284103269	4342	509857067	36
lancer	chr4D	380141780	394490130	4288	509857067	661
lancer	chr4D	418740178	423698763	4346	509857067	36
lancer	chr4D	418740178	428730674	4296	509857067	36
lancer	chr4D	428940409	443521826	4283	509857067	473
lancer	chr4D	428940409	443521826	4289	509857067	473
lancer	chr4D	483951285	488850149	4349	509857067	659
lancer	chr4D	483951285	493951496	4298	509857067	659
lancer	chr4D	483951285	493951496	4297	509857067	659
lancer	chr4D	483951285	498398217	4290	509857067	659
lancer	chr4D	489008678	493951496	4343	509857067	659
lancer	chr4D	500820011	502111078	4351	509857067	1256
lancer	chr5A	13141891	51883121	4587	709773743	333
lancer	chr5A	22056303	41499461	4614	709773743	333
lancer	chr5A	36740202	41499461	4708	709773743	40
lancer	chr5A	36740202	388643415	4576	709773743	40
lancer	chr5A	46704031	51883121	4703	709773743	40
lancer	chr5A	241756418	258776172	4710	709773743	27
lancer	chr5A	381365734	388643415	4929	709773743	961
lancer	chr5A	386162169	388643415	4880	709773743	900
lancer	chr5A	389052380	395852914	4929	709773743	961
lancer	chr5A	389052380	397530401	4880	709773743	900
lancer	chr5A	396496751	401509695	4706	709773743	40
lancer	chr5A	396496751	401509695	4712	709773743	40
lancer	chr5A	396496751	402164936	4576	709773743	40
lancer	chr5A	444054328	543963786	4579	709773743	154
lancer	chr5A	448196509	458179088	4881	709773743	154
lancer	chr5A	448831046	453519842	4704	709773743	154
lancer	chr5A	461516908	469897872	4882	709773743	154
lancer	chr5A	474828814	479048596	4707	709773743	154
lancer	chr5A	476835724	488264683	4952	709773743	154
lancer	chr5A	564170996	569184876	4677	709773743	259
lancer	chr5A	564170996	589581070	4605	709773743	259
lancer	chr5A	574194918	589581070	4625	709773743	259
lancer	chr5A	584415361	589581070	4705	709773743	191
lancer	chr5A	584415361	589581070	4711	709773743	191
lancer	chr5A	599643224	604313538	4709	709773743	326
lancer	chr5A	615156291	635596159	4615	709773743	240
lancer	chr5A	615156291	650703118	4591	709773743	314
lancer	chr5A	620560926	629867122	4650	709773743	240
lancer	chr5A	626059348	633214380	4932	709773743	240
lancer	chr5A	655798669	665824498	4651	709773743	362
lancer	chr5A	655798669	690642316	4593	709773743	362
lancer	chr5A	661017152	709676514	4581	709773743	252
lancer	chr5B	1748923	5421527	5162	713149757	852
lancer	chr5B	1748923	5421527	5160	713149757	852
lancer	chr5B	12563381	34147218	5101	713149757	498
lancer	chr5B	17544779	44142133	5095	713149757	436
lancer	chr5B	45843444	51062385	5293	713149757	1109
lancer	chr5B	59645667	290454769	5054	713149757	78
lancer	chr5B	64418744	69651235	5125	713149757	78
lancer	chr5B	90073390	95023561	5163	713149757	78
lancer	chr5B	95512223	398710177	5052	713149757	46
lancer	chr5B	275504027	279104092	5167	713149757	46
lancer	chr5B	295585615	449205895	5063	713149757	120
lancer	chr5B	315809003	321131387	5460	713149757	46
lancer	chr5B	340564746	398710177	5075	713149757	46
lancer	chr5B	419242542	439069794	5109	713149757	120
lancer	chr5B	424332469	429097373	5129	713149757	120
lancer	chr5B	428461602	437911681	5246	713149757	120
lancer	chr5B	439227576	453723393	5119	713149757	325
lancer	chr5B	470266583	475590245	5126	713149757	157
lancer	chr5B	470266583	475590245	5164	713149757	157
lancer	chr5B	470266583	572144464	5068	713149757	157
lancer	chr5B	510373655	516538888	5428	713149757	157
lancer	chr5B	528150907	572144464	5083	713149757	157
lancer	chr5B	531599938	546569512	5115	713149757	157
lancer	chr5B	587340534	591655248	5161	713149757	1251
lancer	chr5B	591779626	597305167	5168	713149757	692
lancer	chr5B	597812318	656927703	5076	713149757	228
lancer	chr5B	605530836	611378457	5315	713149757	228
lancer	chr5B	642831561	657887816	5305	713149757	627
lancer	chr5B	668581998	673305661	5165	713149757	1207
lancer	chr5B	693002831	696721412	5102	713149757	494
lancer	chr5B	704073572	712304302	5464	713149757	494
lancer	chr5B	704073572	713118731	5102	713149757	494
lancer	chr5B	705566546	710347033	5166	713149757	494
lancer	chr5D	52604964	322390523	5487	566080677	59
lancer	chr5D	302326263	312361865	5528	566080677	59
lancer	chr5D	312436565	357510376	5497	566080677	279
lancer	chr5D	407755494	438372489	5500	566080677	398
lancer	chr5D	438387155	443359834	5583	566080677	1148
lancer	chr5D	453772860	458459667	5581	566080677	809
lancer	chr5D	453772860	458459667	5582	566080677	809
lancer	chr5D	463186722	480380513	5753	566080677	591
lancer	chr5D	473786756	478610440	5559	566080677	591
lancer	chr5D	473786756	488784473	5530	566080677	629
lancer	chr5D	541607250	565977789	5507	566080677	465
lancer	chr6A	56821	3238467	6036	618079260	377
lancer	chr6A	56821	11681611	6199	618079260	721
lancer	chr6A	3529548	31264530	5977	618079260	432
lancer	chr6A	14385598	279287824	5927	618079260	30
lancer	chr6A	36399208	57041535	5985	618079260	30
lancer	chr6A	53071982	57041535	6037	618079260	3
lancer	chr6A	53071982	142791138	5955	618079260	3
lancer	chr6A	53071982	455708415	5928	618079260	3
lancer	chr6A	55709408	440264774	5932	618079260	3
lancer	chr6A	55709408	455708415	5929	618079260	3
lancer	chr6A	61422517	67374347	6289	618079260	3
lancer	chr6A	102997841	237760058	5948	618079260	3
lancer	chr6A	102997841	279287824	5943	618079260	3
lancer	chr6A	254936294	273263107	5984	618079260	3
lancer	chr6A	292667457	445507004	5927	618079260	30
lancer	chr6A	299981845	324293436	5945	618079260	3
lancer	chr6A	306046386	319208932	5994	618079260	3
lancer	chr6A	337128327	400129398	5939	618079260	71
lancer	chr6A	340043135	455708415	5945	618079260	3
lancer	chr6A	415905558	586999579	5939	618079260	71
lancer	chr6A	486005221	556564811	5960	618079260	3
lancer	chr6A	490998218	556564811	5962	618079260	3
lancer	chr6A	567627300	572142267	6039	618079260	71
lancer	chr6A	573476053	579760141	6139	618079260	71
lancer	chr6A	597251804	617935868	5976	618079260	510
lancer	chr6A	602443786	610352296	6010	618079260	510
lancer	chr6A	607393290	609112709	6038	618079260	510
lancer	chr6A	607393290	609112709	6040	618079260	510
lancer	chr6A	615888822	617935868	6038	618079260	510
lancer	chr6A	615888822	617935868	6010	618079260	510
lancer	chr6A	615888822	617935868	6040	618079260	510
lancer	chr6B	16321280	69464449	6313	720988478	249
lancer	chr6B	23224839	31691271	6339	720988478	249
lancer	chr6B	35375450	39809289	6330	720988478	249
lancer	chr6B	35375450	44104225	6340	720988478	249
lancer	chr6B	40144893	69464449	6318	720988478	144
lancer	chr6B	100288428	107774502	6337	720988478	948
lancer	chr6B	119848790	338015962	6298	720988478	35
lancer	chr6B	119848790	473541658	6292	720988478	39
lancer	chr6B	125337021	128023650	6357	720988478	35
lancer	chr6B	234679181	239366372	6358	720988478	35
lancer	chr6B	325028662	339382015	6360	720988478	35
lancer	chr6B	345466343	435834342	6309	720988478	35
lancer	chr6B	545253426	555806055	6428	720988478	312
lancer	chr6B	545253426	555806055	6448	720988478	312
lancer	chr6B	585497366	639996267	6314	720988478	244
lancer	chr6B	653071737	658175200	6429	720988478	22
lancer	chr6B	654608355	664686744	6338	720988478	151
lancer	chr6B	678881296	693797859	6326	720988478	635
lancer	chr6B	678881296	693797859	6327	720988478	635
lancer	chr6B	697462448	699205884	6359	720988478	439
lancer	chr6B	697462448	699205884	6361	720988478	439
lancer	chr6B	697462448	704562902	6322	720988478	688
lancer	chr6B	707382225	709220692	6361	720988478	439
lancer	chr6B	707382225	709220692	6359	720988478	439
lancer	chr6B	707382225	720954733	6322	720988478	688
lancer	chr6B	715049631	720954733	6331	720988478	688
lancer	chr6D	21700415	26256730	6733	473592718	704
lancer	chr6D	21700415	26256730	6737	473592718	704
lancer	chr6D	21700415	27423375	6642	473592718	1061
lancer	chr6D	26350315	27423375	6658	473592718	1061
lancer	chr6D	42932977	46874230	6642	473592718	1061
lancer	chr6D	42932977	59635649	6653	473592718	477
lancer	chr6D	46902130	52129151	6693	473592718	93
lancer	chr6D	52285210	54269760	6642	473592718	1061
lancer	chr6D	55312241	59635649	6693	473592718	93
lancer	chr6D	55312241	63819326	6691	473592718	93
lancer	chr6D	55312241	84468930	6626	473592718	93
lancer	chr6D	60060699	89365469	6628	473592718	406
lancer	chr6D	69932329	78354571	7106	473592718	77
lancer	chr6D	79619811	84468930	6736	473592718	93
lancer	chr6D	102114863	110332411	7216	473592718	43
lancer	chr6D	102261223	109276582	7171	473592718	43
lancer	chr6D	104979799	220940046	6596	473592718	43
lancer	chr6D	110151647	129791207	6654	473592718	43
lancer	chr6D	110151647	139573142	6627	473592718	43
lancer	chr6D	115314002	129791207	6670	473592718	43
lancer	chr6D	115771640	129152165	7191	473592718	43
lancer	chr6D	116344863	124898790	7172	473592718	43
lancer	chr6D	116361863	142150288	7149	473592718	43
lancer	chr6D	116361863	142846253	7155	473592718	43
lancer	chr6D	116952123	142139258	7108	473592718	43
lancer	chr6D	119292155	131976402	7197	473592718	43
lancer	chr6D	125085760	139573142	6671	473592718	43
lancer	chr6D	132309578	142150288	7198	473592718	43
lancer	chr6D	133581340	142139258	7173	473592718	43
lancer	chr6D	143082184	151601044	7192	473592718	43
lancer	chr6D	143671813	156438393	7174	473592718	43
lancer	chr6D	147236496	156450593	7156	473592718	43
lancer	chr6D	147236496	156450593	7199	473592718	43
lancer	chr6D	157590517	168758362	7157	473592718	43
lancer	chr6D	160428448	178858805	6650	473592718	43
lancer	chr6D	166759273	169629699	6738	473592718	43
lancer	chr6D	166759273	278997902	6597	473592718	43
lancer	chr6D	170961839	174636133	6731	473592718	43
lancer	chr6D	174618142	211678433	7158	473592718	43
lancer	chr6D	174618142	219292204	7200	473592718	43
lancer	chr6D	174618142	219292204	7150	473592718	43
lancer	chr6D	175712228	212806938	7175	473592718	43
lancer	chr6D	175712228	220296777	7193	473592718	43
lancer	chr6D	178003549	211678433	7109	473592718	43
lancer	chr6D	206549489	209935543	6732	473592718	43
lancer	chr6D	210721086	214560062	6739	473592718	43
lancer	chr6D	210721086	220940046	6692	473592718	43
lancer	chr6D	232119029	278997902	6607	473592718	43
lancer	chr6D	237066701	245273019	6694	473592718	43
lancer	chr6D	237066701	278997902	6613	473592718	43
lancer	chr6D	242624184	262782940	7194	473592718	43
lancer	chr6D	249439707	262782940	7176	473592718	43
lancer	chr6D	254236306	263963067	7159	473592718	43
lancer	chr6D	254236306	267237837	7151	473592718	43
lancer	chr6D	262014871	284850866	6640	473592718	43
lancer	chr6D	271306025	285870892	7195	473592718	43
lancer	chr6D	272858001	280906489	7152	473592718	43
lancer	chr6D	272858001	280906489	7160	473592718	43
lancer	chr6D	272858001	280906489	7201	473592718	43
lancer	chr6D	283455594	291960716	7165	473592718	898
lancer	chr6D	315175504	360344279	6612	473592718	278
lancer	chr6D	320199168	340213464	6655	473592718	70
lancer	chr6D	380996364	426287827	6608	473592718	261
lancer	chr6D	385955685	410828813	6641	473592718	261
lancer	chr6D	406105034	426287827	6652	473592718	261
lancer	chr6D	443943780	457638862	7210	473592718	514
lancer	chr6D	446461750	451183882	6608	473592718	261
lancer	chr6D	456495411	460847862	6735	473592718	514
lancer	chr6D	456495411	460847862	6740	473592718	514
lancer	chr6D	456495411	472925760	6651	473592718	578
lancer	chr6D	471906791	472568969	6734	473592718	578
lancer	chr7A	238043	14796476	7325	736706236	638
lancer	chr7A	463692	6277858	7557	736706236	438
lancer	chr7A	643174	6277858	7623	736706236	438
lancer	chr7A	15815497	16731429	7325	736706236	638
lancer	chr7A	50615177	55895374	7427	736706236	1102
lancer	chr7A	50615177	55895374	7425	736706236	1102
lancer	chr7A	70236352	77195477	7428	736706236	985
lancer	chr7A	76953570	83942305	7667	736706236	984
lancer	chr7A	121558046	139101158	7470	736706236	20
lancer	chr7A	125256683	129880069	7403	736706236	20
lancer	chr7A	130090347	146026920	7263	736706236	522
lancer	chr7A	134976644	515227559	7218	736706236	31
lancer	chr7A	135006112	225060232	7232	736706236	31
lancer	chr7A	146677500	149426530	7415	736706236	31
lancer	chr7A	146677500	163107747	7220	736706236	20
lancer	chr7A	146677500	163107747	7224	736706236	20
lancer	chr7A	154062737	171949917	7263	736706236	522
lancer	chr7A	172233699	173725859	7415	736706236	31
lancer	chr7A	172233699	355696007	7224	736706236	20
lancer	chr7A	172233699	444986352	7220	736706236	20
lancer	chr7A	182122282	189432962	7685	736706236	20
lancer	chr7A	182384453	188036931	7593	736706236	20
lancer	chr7A	198780052	210253358	7303	736706236	20
lancer	chr7A	210850645	211735068	7263	736706236	522
lancer	chr7A	211793694	220130919	7303	736706236	20
lancer	chr7A	218232451	228490263	7594	736706236	20
lancer	chr7A	224987247	235470693	7671	736706236	20
lancer	chr7A	235460629	243366967	7595	736706236	20
lancer	chr7A	235460629	249596588	7310	736706236	20
lancer	chr7A	239859875	244676062	7416	736706236	20
lancer	chr7A	245469855	274663027	7277	736706236	20
lancer	chr7A	245469855	274663027	7276	736706236	20
lancer	chr7A	260030180	274663027	7323	736706236	20
lancer	chr7A	290609885	295219314	7412	736706236	20
lancer	chr7A	310583874	315529332	7417	736706236	20
lancer	chr7A	316013099	334470019	7302	736706236	20
lancer	chr7A	331175778	334470019	7418	736706236	20
lancer	chr7A	331175778	334470019	7422	736706236	20
lancer	chr7A	370540636	374566326	7423	736706236	20
lancer	chr7A	375874287	444986352	7236	736706236	20
lancer	chr7A	385427040	388779039	7413	736706236	20
lancer	chr7A	395514525	398938557	7419	736706236	20
lancer	chr7A	405948741	424320367	7687	736706236	20
lancer	chr7A	420664601	424933429	7424	736706236	20
lancer	chr7A	432138526	438171022	7672	736706236	20
lancer	chr7A	440351104	444986352	7420	736706236	20
lancer	chr7A	445482246	469990063	7290	736706236	31
lancer	chr7A	450366019	464587627	7324	736706236	31
lancer	chr7A	459175451	474295661	7688	736706236	31
lancer	chr7A	465440451	474299062	7673	736706236	31
lancer	chr7A	490831796	515227559	7286	736706236	31
lancer	chr7A	520563393	532954618	7629	736706236	172
lancer	chr7A	520563393	533506783	7676	736706236	172
lancer	chr7A	526127057	529332480	7421	736706236	172
lancer	chr7A	539851863	615385121	7237	736706236	187
lancer	chr7A	555423214	610498239	7245	736706236	132
lancer	chr7A	555423214	610498239	7243	736706236	132
lancer	chr7A	555423214	610498239	7247	736706236	132
lancer	chr7A	556324946	583207482	7475	736706236	132
lancer	chr7A	560252117	569403997	7318	736706236	132
lancer	chr7A	560252117	615385121	7246	736706236	187
lancer	chr7A	610679007	625709179	7322	736706236	628
lancer	chr7A	635678127	650628259	7326	736706236	357
lancer	chr7A	635678127	670889692	7268	736706236	357
lancer	chr7A	641010691	660555686	7301	736706236	357
lancer	chr7A	645938560	694559194	7252	736706236	269
lancer	chr7A	656323449	660555686	7358	736706236	269
lancer	chr7A	660939992	665751773	7426	736706236	269
lancer	chr7A	693852903	705273690	7682	736706236	714
lancer	chr7A	709825070	722332835	7353	736706236	710
lancer	chr7A	722592074	725936221	7414	736706236	1294
lancer	chr7B	32906	24065487	7834	750620385	471
lancer	chr7B	10558933	19891344	7855	750620385	204
lancer	chr7B	14696998	24065487	7854	750620385	204
lancer	chr7B	99130273	104301571	7884	750620385	1117
lancer	chr7B	490204964	504964098	7845	750620385	107
lancer	chr7B	490204964	514519604	7836	750620385	107
lancer	chr7B	603585437	635749074	7831	750620385	390
lancer	chr7B	640864329	655819384	7841	750620385	517
lancer	chr7B	656218854	660655140	7885	750620385	1243
lancer	chr7B	701332287	705257483	7883	750620385	532
lancer	chr7B	706811897	714330870	7988	750620385	943
lancer	chr7D	4877183	11326886	8229	638686055	607
lancer	chr7D	4877183	11326886	8233	638686055	607
lancer	chr7D	4877183	11326886	8240	638686055	607
lancer	chr7D	11425200	15323622	8231	638686055	1222
lancer	chr7D	27487961	33451636	8428	638686055	424
lancer	chr7D	27487961	33451636	8451	638686055	424
lancer	chr7D	35181824	36750380	8433	638686055	1259
lancer	chr7D	42213199	46906430	8658	638686055	1122
lancer	chr7D	46977002	52037341	8434	638686055	1129
lancer	chr7D	49186848	53810387	8230	638686055	343
lancer	chr7D	49186848	53810387	8213	638686055	343
lancer	chr7D	63995790	74133781	8184	638686055	776
lancer	chr7D	79227633	84256643	8232	638686055	1136
lancer	chr7D	89522303	94132293	8225	638686055	1225
lancer	chr7D	99872181	104903287	8660	638686055	1135
lancer	chr7D	139828757	144148066	8227	638686055	210
lancer	chr7D	139828757	144148066	8236	638686055	210
lancer	chr7D	141632624	149849970	8440	638686055	915
lancer	chr7D	146629388	152098990	8313	638686055	1082
lancer	chr7D	194794385	199563813	8237	638686055	230
lancer	chr7D	199626866	204456858	8234	638686055	230
lancer	chr7D	219828045	227572124	8708	638686055	929
lancer	chr7D	421166930	450247136	8132	638686055	90
lancer	chr7D	421166930	450247136	8133	638686055	90
lancer	chr7D	421166930	480437202	8113	638686055	226
lancer	chr7D	440041158	448708420	8661	638686055	90
lancer	chr7D	440975667	445460669	8226	638686055	90
lancer	chr7D	442203790	448758220	8581	638686055	90
lancer	chr7D	463974541	473096249	8457	638686055	90
lancer	chr7D	465835437	470200834	8238	638686055	90
lancer	chr7D	475873638	480437202	8228	638686055	171
lancer	chr7D	480430487	486630595	8426	638686055	1025
lancer	chr7D	481600394	486630595	8430	638686055	1025
lancer	chr7D	485825021	500999054	8163	638686055	620
lancer	chr7D	521732343	526244107	8239	638686055	171
lancer	chr7D	521732343	526244107	8235	638686055	171
lancer	chr7D	560682995	571265285	8436	638686055	754
lancer	chr7D	566571118	571482691	8242	638686055	1168
lancer	chr7D	580263133	589055321	8438	638686055	883
lancer	chr7D	602020544	606704600	8241	638686055	1180
lancer	chr7D	602409193	608424543	8663	638686055	1037
landmark	chr1A	40098	4063406	132	594102056	254
landmark	chr1A	40098	13807108	76	594102056	663
landmark	chr1A	4202212	13807108	89	594102056	663
landmark	chr1A	4497200	12507052	205	594102056	663
landmark	chr1A	20091099	24340722	137	594102056	783
landmark	chr1A	20091099	29612226	80	594102056	783
landmark	chr1A	29787459	39651876	90	594102056	254
landmark	chr1A	32895825	40913652	350	594102056	254
landmark	chr1A	34707319	49367228	62	594102056	581
landmark	chr1A	39821961	49367228	86	594102056	14
landmark	chr1A	313489231	326217978	334	594102056	702
landmark	chr1A	350395521	354308075	133	594102056	1276
landmark	chr1A	375466022	379617282	131	594102056	133
landmark	chr1A	390638795	445885091	30	594102056	15
landmark	chr1A	390640334	405682862	226	594102056	14
landmark	chr1A	391235429	405682862	207	594102056	14
landmark	chr1A	395457903	399826597	118	594102056	14
landmark	chr1A	395457903	460676937	28	594102056	14
landmark	chr1A	395457903	470301243	27	594102056	188
landmark	chr1A	395457903	470301243	26	594102056	188
landmark	chr1A	400955575	440891002	45	594102056	14
landmark	chr1A	405514152	410157058	134	594102056	14
landmark	chr1A	425065648	430344319	208	594102056	14
landmark	chr1A	425680688	460676937	47	594102056	14
landmark	chr1A	436387441	460676937	58	594102056	14
landmark	chr1A	511099314	530812326	65	594102056	541
landmark	chr1A	516692244	520822444	136	594102056	222
landmark	chr1A	516692244	545778395	53	594102056	294
landmark	chr1A	520938291	530812326	81	594102056	270
landmark	chr1A	535857780	540657788	135	594102056	294
landmark	chr1B	5519694	11702119	587	689851870	1026
landmark	chr1B	27149962	31905314	576	689851870	175
landmark	chr1B	36265891	50400166	522	689851870	48
landmark	chr1B	36265891	314745261	485	689851870	48
landmark	chr1B	55971894	60257987	577	689851870	48
landmark	chr1B	65547252	70338210	580	689851870	48
landmark	chr1B	65547252	84563294	514	689851870	48
landmark	chr1B	90205271	134437923	496	689851870	48
landmark	chr1B	90710074	101223509	753	689851870	48
landmark	chr1B	99751699	104722177	582	689851870	48
landmark	chr1B	104766482	109350738	578	689851870	48
landmark	chr1B	129998526	139481799	539	689851870	48
landmark	chr1B	133434101	139669035	632	689851870	48
landmark	chr1B	139658907	144126103	579	689851870	48
landmark	chr1B	160484172	171412029	647	689851870	48
landmark	chr1B	160484172	172013988	625	689851870	48
landmark	chr1B	164708815	168974293	583	689851870	48
landmark	chr1B	194784454	199576105	584	689851870	48
landmark	chr1B	222285838	265648703	500	689851870	48
landmark	chr1B	275357115	279574369	585	689851870	48
landmark	chr1B	294926224	309169263	523	689851870	48
landmark	chr1B	332747729	352335843	513	689851870	66
landmark	chr1B	332747729	594493557	486	689851870	66
landmark	chr1B	413052778	417427170	586	689851870	66
landmark	chr1B	422562314	427496838	581	689851870	66
landmark	chr1B	442550537	487145097	494	689851870	66
landmark	chr1B	444057314	449978506	633	689851870	66
landmark	chr1B	566183644	594493557	504	689851870	66
landmark	chr1B	645042898	667494420	515	689851870	488
landmark	chr1B	652297679	656665245	588	689851870	203
landmark	chr1B	658189425	664809280	626	689851870	488
landmark	chr1B	667619947	672481454	575	689851870	786
landmark	chr1B	667619947	677573175	538	689851870	786
landmark	chr1B	683264043	689851782	540	689851870	479
landmark	chr1B	683471423	689851782	649	689851870	479
landmark	chr1B	685361704	689851782	573	689851870	479
landmark	chr1D	72507	8717722	885	495453186	893
landmark	chr1D	28569318	33805289	920	495453186	733
landmark	chr1D	45485243	49889180	978	495453186	1070
landmark	chr1D	127926418	132214195	921	495453186	119
landmark	chr1D	187809473	191503777	922	495453186	1288
landmark	chr1D	216715173	251315374	830	495453186	372
landmark	chr1D	279521895	286754478	1102	495453186	967
landmark	chr1D	381965887	436655228	827	495453186	243
landmark	chr1D	396877642	436655228	829	495453186	243
landmark	chr1D	401131976	416128772	862	495453186	243
landmark	chr1D	401131976	416128772	855	495453186	243
landmark	chr1D	401131976	436655228	831	495453186	243
landmark	chr1D	421464934	432409735	879	495453186	243
landmark	chr1D	421464934	432409735	884	495453186	243
landmark	chr1D	421464934	436655228	861	495453186	243
landmark	chr1D	432791275	438274337	1165	495453186	1077
landmark	chr1D	467923912	474057028	1031	495453186	1028
landmark	chr1D	471837949	491604265	837	495453186	464
landmark	chr1D	476701940	486400899	880	495453186	464
landmark	chr2A	7328301	11977496	1437	780798557	1064
landmark	chr2A	9088667	19652506	1325	780798557	755
landmark	chr2A	14676530	19652506	1366	780798557	755
landmark	chr2A	29616645	33714425	1375	780798557	1267
landmark	chr2A	38812129	49272392	1326	780798557	305
landmark	chr2A	38812129	49272392	1327	780798557	305
landmark	chr2A	38812129	49272392	1322	780798557	305
landmark	chr2A	103216155	338522392	1252	780798557	79
landmark	chr2A	118667616	123552707	1367	780798557	28
landmark	chr2A	121224869	129872965	1497	780798557	28
landmark	chr2A	121224869	130725878	1490	780798557	79
landmark	chr2A	122133159	130811297	1590	780798557	79
landmark	chr2A	123547947	129100670	1403	780798557	28
landmark	chr2A	137259364	144854554	1491	780798557	79
landmark	chr2A	138526107	143727004	1370	780798557	28
landmark	chr2A	139132583	146077163	1591	780798557	79
landmark	chr2A	146079540	155594345	1492	780798557	79
landmark	chr2A	146785884	156772626	1592	780798557	79
landmark	chr2A	179303044	188905000	1328	780798557	79
landmark	chr2A	194538485	315041713	1256	780798557	79
landmark	chr2A	214423823	219150140	1371	780798557	79
landmark	chr2A	275928473	278923029	1372	780798557	79
landmark	chr2A	342542932	543763871	1254	780798557	75
landmark	chr2A	342542932	543763871	1253	780798557	75
landmark	chr2A	354529929	357327171	1373	780798557	41
landmark	chr2A	358939874	358957906	1368	780798557	41
landmark	chr2A	416007486	429129410	1594	780798557	75
landmark	chr2A	467691661	478768168	1595	780798557	75
landmark	chr2A	549287799	552496731	1369	780798557	75
landmark	chr2A	549287799	552496731	1273	780798557	255
landmark	chr2A	582839798	633491728	1273	780798557	255
landmark	chr2A	727608775	748191018	1302	780798557	511
landmark	chr2A	761132634	766718268	1329	780798557	1068
landmark	chr2A	761304434	762318533	1374	780798557	1068
landmark	chr2A	763320858	766718268	1374	780798557	1068
landmark	chr2B	5822073	15700306	1708	801256715	797
landmark	chr2B	10984183	15700306	1755	801256715	797
landmark	chr2B	24852462	29993412	1731	801256715	1121
landmark	chr2B	48180070	91044316	1643	801256715	303
landmark	chr2B	66355686	76107515	1704	801256715	205
landmark	chr2B	66355686	76107515	1705	801256715	205
landmark	chr2B	66355686	76107515	1709	801256715	205
landmark	chr2B	66355686	76107515	1706	801256715	205
landmark	chr2B	91256800	101074358	1707	801256715	205
landmark	chr2B	91256800	101074358	1710	801256715	205
landmark	chr2B	141147152	156607014	1679	801256715	604
landmark	chr2B	146435579	156607014	1695	801256715	565
landmark	chr2B	201768932	248697479	1642	801256715	273
landmark	chr2B	249207543	461129776	1621	801256715	88
landmark	chr2B	476557369	547097122	1635	801256715	194
landmark	chr2B	496078172	505495073	1945	801256715	58
landmark	chr2B	499549727	505495073	1810	801256715	58
landmark	chr2B	521512786	693896693	1625	801256715	110
landmark	chr2B	578136060	745773385	1626	801256715	114
landmark	chr2B	631330816	715024033	1632	801256715	114
landmark	chr2B	667413665	682139715	1660	801256715	110
landmark	chr2B	680408988	691039353	1836	801256715	110
landmark	chr2B	735933041	750334605	1680	801256715	114
landmark	chr2B	735933041	771285807	1651	801256715	353
landmark	chr2B	750001173	760892799	1811	801256715	353
landmark	chr2B	751185514	755150833	1757	801256715	353
landmark	chr2B	761979485	766619276	1756	801256715	353
landmark	chr2B	780586546	800064321	1668	801256715	549
landmark	chr2B	785885897	800064321	1681	801256715	549
landmark	chr2D	31254	8718526	2061	651852609	423
landmark	chr2D	31254	28095714	2000	651852609	423
landmark	chr2D	4188605	14022510	2046	651852609	423
landmark	chr2D	8976464	14022510	2119	651852609	423
landmark	chr2D	14082738	19047243	2081	651852609	423
landmark	chr2D	23293340	28095714	2112	651852609	423
landmark	chr2D	43252940	48037269	2120	651852609	176
landmark	chr2D	43252940	48037269	2124	651852609	176
landmark	chr2D	43252940	48037269	2012	651852609	460
landmark	chr2D	43252940	48037269	2116	651852609	176
landmark	chr2D	62285177	72172718	2031	651852609	460
landmark	chr2D	62285177	72172718	2012	651852609	460
landmark	chr2D	117796832	177461723	1974	651852609	223
landmark	chr2D	118551790	128410460	2262	651852609	223
landmark	chr2D	132702884	137592695	2121	651852609	196
landmark	chr2D	136611532	142666841	2238	651852609	196
landmark	chr2D	157885642	172412284	2035	651852609	52
landmark	chr2D	162889761	172412284	2058	651852609	52
landmark	chr2D	162889761	177461723	2037	651852609	86
landmark	chr2D	267693662	272246236	2125	651852609	87
landmark	chr2D	307020919	346584553	1987	651852609	327
landmark	chr2D	309576605	317948507	2298	651852609	52
landmark	chr2D	322121942	326787284	2128	651852609	52
landmark	chr2D	322121942	326787284	2123	651852609	52
landmark	chr2D	342096400	346584553	2126	651852609	327
landmark	chr2D	354389993	365782480	2285	651852609	728
landmark	chr2D	367223116	375373968	2286	651852609	917
